gene,id,z
TMEM184B,5049,-1.229117
NOTCH1,1849,-1.228486
DMAC1,8211,-1.228388
RHOBTB2,4773,-1.228307
MATK,1615,-1.22709
NFASC,4719,-1.226126
RCC1,481,-1.225907
TACO1,5650,-1.225335
NEK1,1805,-1.224908
NKX3-1,1838,-1.2243
RNF114,6486,-1.223337
DDX23,3624,-1.222923
ITGAM,1413,-1.222402
RAB8A,1653,-1.221014
PIF1,7510,-1.219393
TMEM186,5070,-1.218571
LMBRD2,8285,-1.217902
NME1,1841,-1.217192
CTSO,637,-1.216989
APIP,5581,-1.216754
CDH18,446,-1.216257
MRC1,1701,-1.215997
CTNNA2,625,-1.21547
RNF138,5747,-1.215418
MYBPC2,1739,-1.2149
CDON,5547,-1.2131
YARS2,5578,-1.212706
C20orf196,8969,-1.212478
PRKAA1,2159,-1.211986
CYB561,644,-1.211903
TLK1,3865,-1.21151
HYLS1,9306,-1.210208
ADCY4,9205,-1.209905
SPNS2,8641,-1.209705
CNKSR3,9044,-1.208402
IFITM3,4131,-1.208011
ZBED1,3521,-1.20748
LOC389765,9804,-1.207477
USF2,2963,-1.206241
LRRFIP2,3528,-1.205991
ARMC8,5059,-1.205144
IFIT3,1343,-1.20513
POMZP3,4642,-1.201161
LSM14A,5161,-1.200666
TMEM185A,7948,-1.198527
CACNB4,345,-1.1977
CDKL1,3368,-1.197562
CA2,329,-1.194311
IRF2,1398,-1.193999
PDCL3P4,9554,-1.193546
UBLCP1,8792,-1.192607
CDK5RAP2,6415,-1.192491
CYP20A1,6715,-1.192339
CDC14B,3258,-1.18965
FJX1,5018,-1.187849
TIMM10B,5226,-1.185819
LRP3,1565,-1.185701
RNF6,2403,-1.185694
RRP7A,5351,-1.184953
CDC6,428,-1.184437
FAM110A,7716,-1.184395
MMGT1,8338,-1.183539
HEY2,4912,-1.183184
FAR1,7838,-1.182486
SNX22,7432,-1.182482
CTNND2,628,-1.181845
TMEM196,9428,-1.181391
TERF2,2799,-1.180769
R3HCC1,9270,-1.180566
IL13RA1,1370,-1.18048
ACTN2,36,-1.179444
FAM210B,8506,-1.179243
ADD2,57,-1.178859
DENND1C,7474,-1.178848
SUPT4H1,2723,-1.177931
CYBA,645,-1.177929
EXOSC5,6588,-1.17638
PNPLA4,3154,-1.176048
CA7,331,-1.175507
TJP1,2835,-1.175434
CTSA,2120,-1.17482
TWF1,2263,-1.174613
SOS1,2654,-1.174208
BCCIP,6551,-1.173716
ELOVL7,7485,-1.173517
FHOD1,5420,-1.172106
SIAE,5909,-1.171783
LDHA,1529,-1.171653
CTNNBIP1,6624,-1.171456
ITGA5,1409,-1.17115
MTIF2,1723,-1.170976
KIF26B,6143,-1.170649
HRAS,1280,-1.170198
OSBPL6,8457,-1.169886
WTAP,3714,-1.169321
TMEM168,7070,-1.168936
PDIA3P1,9186,-1.168559
SLC25A11,3187,-1.167151
FCGR3A,914,-1.165886
SGPP2,8732,-1.165716
GAS2L1,4261,-1.164038
AMH,115,-1.163031
P2RY1,1918,-1.162879
CDH11,443,-1.162858
ZFYVE16,3807,-1.161906
TDRKH,4425,-1.160558
PGAM1,2013,-1.160268
ZNF624,6779,-1.159624
RP9P,9892,-1.158635
ATXN7L3,6615,-1.157865
C9orf116,8819,-1.156091
SCAI,9591,-1.155038
UTP4,8042,-1.154194
COX5A,3606,-1.15385
ZNF558,8943,-1.152413
MAP2K3,2194,-1.150762
S100B,2500,-1.149501
KPNA4,1499,-1.149336
IMPDH1,1379,-1.14914
SDE2,9134,-1.148035
CRB1,4881,-1.146716
SERPINA3,3,-1.146253
TIMM44,4170,-1.145744
IFT88,3133,-1.1456
DNAJA2,4080,-1.14518
CHST10,3658,-1.145007
PPP4R1,3918,-1.143999
TMEM260,6059,-1.143219
SNX1,2647,-1.143008
TCF7L2,2776,-1.142394
SACM1L,4630,-1.142224
RTTN,5082,-1.141526
FUNDC2,7193,-1.141276
TTPA,2912,-1.140997
ADAMTS1,3669,-1.140024
KIAA1328,6771,-1.139745
SIK2,4779,-1.139357
EIF2B5,3406,-1.139064
PEX5,2301,-1.138939
SPATA18,8769,-1.137063
RDH13,8386,-1.135871
LYPD5,9521,-1.134601
FRMD5,8073,-1.133486
HEXB,1216,-1.129806
ZNHIT6,5985,-1.129624
SEPHS2,4639,-1.129594
FAM19A4,9007,-1.129035
STX4,2717,-1.128958
NDST1,1309,-1.128379
INPP4A,1387,-1.127833
HNRNPU,1270,-1.126012
FAM47E,10001,-1.125874
TNIP1,4092,-1.124029
CCDC30,9984,-1.123363
CHMP4B,8707,-1.123348
SH2D1B,8542,-1.122006
BTBD10,7880,-1.121468
SUSD1,7071,-1.120332
ZNF704,9928,-1.118774
KLF9,303,-1.11868
TGM2,2817,-1.118607
IMPA2,1378,-1.118464
GUCY1B1,1187,-1.117451
TGFBRAP1,3613,-1.114749
GNA12,1073,-1.113639
SCN4B,2518,-1.113418
TMEM147,4143,-1.112603
ARHGAP28,7416,-1.111882
GABRA2,994,-1.109979
RHEB,2394,-1.10934
VEGFB,2975,-1.108888
STAG2,4297,-1.10769
EIF3J-AS1,9951,-1.107198
KIAA1549,6841,-1.106147
UBAP1,5672,-1.104776
SMIM7,7250,-1.102694
GRAMD1B,6740,-1.101651
SNX4,3331,-1.101424
P2RY12,7118,-1.100418
RGS3,2387,-1.100268
C11orf74,8573,-1.09908
PVRIG,7229,-1.096987
PPID,2124,-1.096519
LAPTM5,3084,-1.095037
PCDHB6,6515,-1.093457
WNT5B,7627,-1.093214
FGFR1OP,4460,-1.0922
HMGCS1,1256,-1.088593
NR2F6,853,-1.088248
VCPKMT,7317,-1.088176
CCSAP,8668,-1.08728
TIMM22,5470,-1.087262
ZC3H12B,9649,-1.086835
SS18,2701,-1.086504
DDX10,686,-1.086029
MAZ,1619,-1.08446
TIAM2,5195,-1.084406
SRPK2,2689,-1.08421
NEFL,1804,-1.083883
ANAPC2,5446,-1.081951
IL6ST,1364,-1.081256
RBM8A,3898,-1.079446
IGSF21,8069,-1.078078
TECTA,2793,-1.077881
SLC20A2,2611,-1.077719
AP3M2,4388,-1.077548
KANK4,9133,-1.077001
CRTAC1,6162,-1.0765
NSDHL,5537,-1.075364
GCLM,1059,-1.074853
GGTA1P,1047,-1.074279
ZMYND8,4969,-1.072545
CBFA2T3,382,-1.071749
SYP,2735,-1.07168
LYAR,6357,-1.071639
ENTPD4,3709,-1.070267
GCLC,1058,-1.069909
METRN,7217,-1.069609
RMND5B,7104,-1.069076
KCNK12,6558,-1.069002
MDM2,1639,-1.068571
GAREM2,8989,-1.067942
PC,1943,-1.067798
IMP3,6242,-1.067019
RAPGEF5,3811,-1.066526
RNF19A,5075,-1.066291
KHDC1,7598,-1.064754
CAMTA2,4723,-1.064304
CASKIN2,6760,-1.063728
CLIC4,5089,-1.063325
SOX1,2656,-1.063289
SPATA20,7124,-1.062555
CCAR2,6877,-1.062053
FBXO11,7533,-1.061446
MFN1,6370,-1.060741
POLDIP2,5162,-1.060456
EML6,9837,-1.059341
LIX1L,8694,-1.058909
MRGBP,6236,-1.058641
LRP5,1568,-1.057045
PTK2B,900,-1.056324
DPY19L4,9588,-1.056137
NLGN3,5908,-1.056111
NFKBIZ,7052,-1.055626
MYOZ3,8272,-1.054053
ZFAND2B,8742,-1.053544
MDGA2,9103,-1.053337
METAP2,4413,-1.051046
IARS,1320,-1.050803
KIRREL2,7803,-1.050677
CHSY1,4597,-1.050656
TMF1,2855,-1.049119
CYP2R1,8577,-1.048954
HAR1A,9988,-1.047787
NKX2-2,1837,-1.047704
B4GALT6,3582,-1.047551
ITSN1,2555,-1.047234
ETV5,870,-1.045486
MAP2K2,2193,-1.045473
DUSP27,8283,-1.044175
MOB1B,8304,-1.044123
IL17D,5856,-1.044116
VARS,2967,-1.044006
BAZ1B,3458,-1.043485
COL9A1,554,-1.042907
TRDMT1,730,-1.042516
ASF1A,5056,-1.042385
SLC45A1,5533,-1.042196
PHF20,5658,-1.041426
BAG5,3682,-1.041168
CLDN12,3477,-1.038789
BMPR1B,286,-1.038443
ARID5A,4346,-1.03679
REPS1,8087,-1.035318
HBQ1,1208,-1.034645
PRDX6,3713,-1.03304
CLOCK,3705,-1.032924
SLC9A3R2,3593,-1.032587
PLEKHG1,6743,-1.032086
KRR1,4456,-1.031808
NKX6-3,9071,-1.03
RAB36,3722,-1.029885
MYO5A,1755,-1.029333
PPP2R5B,2145,-1.029277
NUP50,4307,-1.028412
NECTIN2,2297,-1.028394
SZRD1,5170,-1.026168
CNOT11,6328,-1.025786
MON1A,7900,-1.02569
UBXN2B,8813,-1.024339
DDHD1,7614,-1.023913
TMEM140,6249,-1.02187
GPNMB,4161,-1.018553
ADO,8027,-1.017809
CEP135,3753,-1.017538
BTBD7,6401,-1.016964
MCU,8191,-1.016759
AHSG,91,-1.016219
MTMR12,5958,-1.016097
GIMAP1,9175,-1.016017
CCDC113,5399,-1.015871
BMS1,3820,-1.015075
OFD1,3221,-1.014962
GFER,1041,-1.014329
DYRK3,3204,-1.013955
VPS8,4843,-1.013355
ATXN1L,9657,-1.013273
CCDC88C,9879,-1.010978
CNIH3,8960,-1.010965
FUNDC1,8828,-1.010233
FAIM2,4674,-1.01018
ADGRL4,7020,-1.009269
PADI2,4523,-1.008446
FAM114A1,8309,-1.008005
RAI14,5160,-1.006674
NFIX,1822,-1.006506
SNRPA1,2642,-1.006309
ITGA2,1406,-1.00609
MAD2L1,1586,-1.004271
CUEDC2,7216,-1.003945
EIF2AK1,5280,-1.002405
SUB1,4376,-1.001894
RPS20,2469,-0.999901
PDZD8,8565,-0.999367
ST3GAL3,2569,-0.999363
TSC1,2904,-0.99891
UQCRC1,2957,-0.998446
ZBTB17,3050,-0.998367
DBP,669,-0.997642
MRPS7,5584,-0.996911
RPGRIP1L,4826,-0.996812
BBIP1,8300,-0.996342
NPLOC4,6368,-0.995539
DCTN3,4531,-0.994876
NCBP2,4633,-0.994742
ARMC9,7536,-0.994702
KLHL11,6189,-0.994486
BEST1,2984,-0.993741
YOD1,6301,-0.993398
PTAR1,9735,-0.991871
SGCE,3416,-0.991236
RNF135,7882,-0.991176
EMX2,827,-0.988848
SFXN4,8571,-0.988842
WIF1,4505,-0.988807
PPP2R2A,2140,-0.98859
KLF6,566,-0.988567
TSGA10,7593,-0.987582
NF2,1813,-0.987205
AKR1C3,3298,-0.986848
SDC2,2526,-0.986409
RAPGEF1,1129,-0.985232
AR,161,-0.983303
GRIP1,4886,-0.983105
NBR2,4050,-0.983032
GNAI1,1075,-0.982801
TSC22D4,7675,-0.981858
MN1,1686,-0.980522
GCFC2,2778,-0.980485
IFI35,1339,-0.980381
PITRM1,4199,-0.98014
TBX1,2760,-0.978418
TYW5,8715,-0.976754
VLDLR,2983,-0.976189
COL25A1,7952,-0.974928
TC2N,8606,-0.973993
CRIM1,5659,-0.973662
BBS1,254,-0.973385
RGS19,4076,-0.971884
HRH3,4529,-0.971798
STX7,3194,-0.971798
GCHFR,1033,-0.971565
CDC42SE2,6621,-0.97151
FILIP1L,4532,-0.970053
CASTOR1,9963,-0.969615
THBS2,2819,-0.969541
NSMCE3,6521,-0.967679
MAP1S,6204,-0.967198
SERPINB9,2032,-0.966635
KLF2,4109,-0.965084
DENND2A,5298,-0.965067
SIPA1,2571,-0.964991
COL6A2,552,-0.963313
NDUFS5,1794,-0.963037
CACYBP,5279,-0.962976
ALOX12P2,112,-0.961846
MCRS1,4153,-0.961289
KCNJ11,1464,-0.960636
TRAM1,4905,-0.959624
PPP1R3D,2134,-0.958493
CWF19L2,8873,-0.957465
MYO15B,7495,-0.957336
PAQR4,8626,-0.957217
UBE2D4,5797,-0.956306
PXMP4,4534,-0.95522
GBP4,8481,-0.955182
DYNLRB1,7736,-0.95515
NDUFAB1,1784,-0.954848
UBXN2A,9143,-0.954474
MTMR9LP,9623,-0.952933
GABRA3,995,-0.952781
RNF125,6073,-0.951894
PNPT1,8130,-0.951809
ACAD11,7822,-0.94878
KCNAB3,3523,-0.947946
PPM1B,2127,-0.947278
TBC1D9,4739,-0.946987
CHPF,7306,-0.946242
ACVR1C,8733,-0.945801
ZNF14,3024,-0.945725
C1orf61,4175,-0.945048
ENSA,833,-0.943928
ANXA5,134,-0.943367
ATL3,5084,-0.943199
IDI2-AS1,6467,-0.943061
SAMD11,8949,-0.942841
SLC25A18,7753,-0.942561
MCHR1,1112,-0.942412
DIO3OS,7028,-0.942121
LPP,1562,-0.941878
RUNDC3A,4364,-0.941861
ZNF423,4710,-0.941335
TBC1D2,6289,-0.940471
LIMS1,1545,-0.940386
RABGAP1,4978,-0.940347
SIDT1,6029,-0.939568
SP110,1340,-0.937918
POLDIP3,7875,-0.937279
H2AFX,1195,-0.936677
GRINA,1146,-0.935385
ZNF233,9701,-0.935004
TNFRSF21,5319,-0.934299
PPP1R13B,4852,-0.934018
TOM1,3944,-0.932502
DHX8,685,-0.931139
TIRAP,8427,-0.930918
TM4SF18,8521,-0.930745
CPEB2,8772,-0.929721
SMC4,3949,-0.929421
PPP1R3B,7348,-0.928307
PDK4,1986,-0.927587
KNOP1,9830,-0.927086
SNX17,3818,-0.926622
PIGN,4945,-0.926143
FBXO27,8663,-0.926003
BAG3,3684,-0.925782
BDH2,6580,-0.925546
LITAF,3674,-0.92552
CTBS,619,-0.923985
TNNT3,2869,-0.922639
CD34,410,-0.922411
ZNF702P,7481,-0.922026
ST3GAL1,2566,-0.921616
SLC7A1,2595,-0.921442
POLR2G,2101,-0.919725
HHEX,1221,-0.919239
C6orf120,9749,-0.917645
C1GALT1C1,5400,-0.917568
KPNA5,1500,-0.916323
LAMTOR3,3301,-0.915664
CFL1,475,-0.915385
DRAM2,8699,-0.915163
ASPHD1,9395,-0.914505
PLOD1,2069,-0.914274
CD22,407,-0.912674
NADSYN1,6200,-0.912188
SH3RF1,6823,-0.912089
REPIN1,5442,-0.911899
CHD5,5145,-0.911815
NKAIN3,9589,-0.911411
GAB2,3847,-0.911309
UTY,2966,-0.910899
INPP1,1386,-0.908291
TEX261,8404,-0.908288
CNTNAP3,7467,-0.907982
PRRG1,2208,-0.907438
EFCAB14,3830,-0.904798
HERC5,5646,-0.904186
FGF9,924,-0.90344
PDS5B,4691,-0.903364
TOMM40,4159,-0.903318
EDN1,776,-0.903027
SPX,7601,-0.902911
NBAS,5789,-0.901702
TMEFF2,4988,-0.901383
SNTA1,2645,-0.900914
RPL23AP32,6614,-0.900446
PYROXD1,7457,-0.899301
CD82,1440,-0.899262
CHMP1A,1956,-0.89866
SRGN,2157,-0.898047
LRRC8B,4919,-0.896415
GTF2B,1178,-0.895947
GADD45A,681,-0.894925
PRMT6,6185,-0.894138
GINS2,5810,-0.892798
METTL7A,5054,-0.89264
CHM,490,-0.892631
PHF19,5182,-0.892253
NRBF2,5492,-0.892225
GAD1,1006,-0.891318
SLK,3798,-0.889479
CHRNA6,3436,-0.889443
FAM122A,8510,-0.887814
FMNL1,325,-0.887735
STARD10,4327,-0.887252
NRN1,5686,-0.887175
CIDECP,9022,-0.88681
ZNF248,6691,-0.886749
CDKN1C,454,-0.886501
NMNAT2,4695,-0.885604
HKDC1,7532,-0.884603
ACSL1,896,-0.884477
GMIP,5682,-0.884395
FASTKD3,7242,-0.88303
LIAS,4423,-0.882665
ABCF1,9,-0.882229
ICMT,4900,-0.881978
ENOPH1,6895,-0.881861
ASCL1,189,-0.881428
RITA1,8050,-0.881269
PSAT1,5487,-0.881258
RTCB,5759,-0.881049
RRP12,4774,-0.878876
ELAVL2,813,-0.878758
AARS,4,-0.876108
HSCB,8975,-0.875818
DERL2,5555,-0.873198
FASTKD1,7357,-0.87306
MRPL11,7153,-0.871399
GEMIN6,7423,-0.87035
KAT2B,3385,-0.870184
RIN3,7447,-0.86856
EVA1C,6920,-0.868401
SCYL1,6718,-0.868068
PTPA,2143,-0.867554
METRNL,9514,-0.866713
POLN,9702,-0.864952
LAMB3,1518,-0.864793
RTRAF,5800,-0.864565
DPF1,3145,-0.864485
NUTF2,4033,-0.863088
ADGRL1,4599,-0.861832
IGIP,9903,-0.861378
IL27RA,3646,-0.861168
SNX30,9848,-0.860145
ATP5MC3,222,-0.860098
LUZP1,3079,-0.859656
COBL,4784,-0.859525
UHMK1,8692,-0.859341
ACOX2,3170,-0.859242
PAIP2,5663,-0.858958
MPV17L2,7992,-0.857454
C11orf49,7257,-0.85521
SUMF2,5065,-0.85445
ZYX,3078,-0.853469
KCNQ1DN,6320,-0.853463
NR2C1,2886,-0.852982
CREB3L2,7097,-0.851124
NDUFA8,1780,-0.851044
POLR2E,2099,-0.851
LRRC4C,6849,-0.850276
CNTN2,2761,-0.848582
FKBP2,941,-0.848523
ZNF585B,8287,-0.847929
LARP1,4851,-0.847688
FBXW4,2561,-0.847566
TRIB2,5370,-0.847437
FAM43A,8758,-0.846125
ZCCHC3,8095,-0.84535
ZBTB45,8022,-0.845195
CCKBR,391,-0.845117
OSBPL9,8459,-0.844923
GNA11,1072,-0.844887
ARFGEF3,6698,-0.843359
PATZ1,4961,-0.843219
ESRRG,864,-0.842459
TMEM67,8225,-0.84225
BRMS1L,7897,-0.841487
MCC,1624,-0.84001
PRKN,1936,-0.83981
RASGRP1,3991,-0.838908
ATP5MC1,221,-0.837713
LGALS3,1536,-0.837401
ETFDH,866,-0.83454
APBB2,143,-0.834172
HPCA,1272,-0.834031
FLT1,955,-0.833145
ALDH4A1,3306,-0.83312
SELENBP1,3444,-0.832992
ZFAND3,6968,-0.832091
ZNF571,5674,-0.831757
PRMT2,1285,-0.831599
PDLIM3,5333,-0.830676
ZNF280D,6020,-0.830073
HDAC1,1213,-0.829429
PSMD6,3858,-0.828971
CKMT1B,508,-0.827787
IL1RAPL1,4473,-0.825978
SSH2,8127,-0.82472
CTSK,634,-0.824581
IGFBP6,1353,-0.822688
PLA2G7,3108,-0.822359
B3GALT5-AS1,8418,-0.821631
F7,883,-0.819839
TBC1D12,4778,-0.819717
SMOC2,7010,-0.819224
ATP2C2,3884,-0.819053
SLC16A3,3497,-0.81879
PXK,6051,-0.817893
VIPR1,2981,-0.817699
DTX3,9199,-0.817363
PCTP,6899,-0.816543
MSRB2,4636,-0.815096
JAK3,1434,-0.814611
SLC6A17,9781,-0.814001
NAPB,6981,-0.813966
IFITM1,3242,-0.813907
RIT1,2396,-0.813507
CDKL5,2711,-0.813339
CYB5B,7607,-0.813139
OSBP2,5004,-0.812093
HS6ST2,8163,-0.812059
CLEC4M,4097,-0.81186
VAMP1,2729,-0.811739
PHB,2021,-0.810968
PFKM,2010,-0.809385
DLX1,709,-0.809182
FGR,933,-0.809007
FAM207A,8101,-0.80859
HPR,1277,-0.808172
GPN2,5990,-0.80791
ZFAND6,5925,-0.807786
MCM8,7934,-0.807456
SNRNP35,4440,-0.807421
NCBP2-AS2,9020,-0.806543
ZFP36L1,298,-0.804716
MAT2A,1614,-0.804657
HRH1,1282,-0.804225
RB1CC1,3835,-0.803702
DTYMK,751,-0.803588
GSTM4,1171,-0.802916
PSD2,7859,-0.802904
OSR1,8734,-0.802788
LRRC66,9632,-0.80211
LRRC58,8498,-0.801959
NAPSB,9429,-0.801917
MRPL33,3698,-0.801416
TRIM32,4649,-0.800209
RAB21,4670,-0.799882
IDH3A,1332,-0.799356
ZNF226,3070,-0.798665
CD46,1633,-0.797581
NDUFS7,9710,-0.797445
SLC6A1,2589,-0.797363
SMC1A,3158,-0.797025
ICAM3,1323,-0.796947
RGL3,6660,-0.796917
LINC01963,8990,-0.79671
CNOT6L,9379,-0.795659
C9orf24,7973,-0.795386
OPTN,3996,-0.794322
PLA2G12A,7660,-0.793952
FAT3,8575,-0.79374
NKIRAS1,5367,-0.793434
MELTF,1662,-0.793229
ENPP5,6918,-0.792664
MYRF,324,-0.792114
FAM89B,4974,-0.791152
RLIM,5616,-0.790507
GIMAP7,9163,-0.790484
PPM1E,4590,-0.790154
TSPYL4,4798,-0.789105
FADS2,3623,-0.788627
RBM6,4021,-0.787948
TGFBR1,2813,-0.786864
SRR,6971,-0.786582
SERF2,4016,-0.785629
MSMO1,2509,-0.784246
DMTF1,3917,-0.784211
PSMC2,2236,-0.782792
NLE1,5929,-0.782705
C1orf122,8686,-0.782273
SRSF8,4381,-0.781626
HTT,1212,-0.781009
CCDC15,7505,-0.780961
SAV1,6947,-0.780634
SKIV2L,2573,-0.780158
DOHH,7711,-0.779879
C5orf49,8782,-0.779719
PRKX,2198,-0.778891
CHST14,8398,-0.777531
RHOA,168,-0.776751
CAPN2,363,-0.776676
ZNF770,6097,-0.776347
MYL12A,4255,-0.77496
EIF2S1,804,-0.774355
VRK1,2986,-0.774115
ANKRD13A,8132,-0.773366
FAM171B,9141,-0.770597
SLC39A3,5493,-0.770169
GPR160,5252,-0.768424
ELOC,2771,-0.768051
AKAP10,4510,-0.768039
CERCAM,5625,-0.767266
NRBP2,9640,-0.76624
RANBP9,3947,-0.766159
MEX3B,7843,-0.765261
PRRT3,9557,-0.763941
FAM213B,8681,-0.763574
MYL12B,8374,-0.763339
PLK3,537,-0.762379
ARHGEF17,3839,-0.761946
VIPR2,2982,-0.761502
C1QTNF3,8463,-0.761114
LZIC,7906,-0.759296
VTA1,5772,-0.759103
ZNF350,6932,-0.758911
ATP5F1A,218,-0.758859
CETN2,473,-0.758158
AES,81,-0.758089
GJB6,4325,-0.7578
CLIP3,5123,-0.757607
ALKBH3,9336,-0.756834
TCF25,4657,-0.756361
NAV2,8138,-0.755391
CHTOP,5169,-0.75536
SNAP47,8531,-0.754426
SENP5,9285,-0.753083
UHRF1BP1L,4700,-0.752984
MED15,5786,-0.752939
TMEM198,8741,-0.752856
EEA1,3192,-0.752126
THOC7,7515,-0.751927
ZNF23,3027,-0.750733
RND2,3139,-0.75038
STX1B,8387,-0.749724
LSM1,5327,-0.749041
AQP6,159,-0.748871
TRIM9,8419,-0.747938
TMEM131,4917,-0.74703
LINGO3,9950,-0.746112
GRHPR,3609,-0.746055
STON2,8110,-0.74552
LINC00622,9948,-0.74485
LCLAT1,9388,-0.744331
FAM182B,9986,-0.744099
MKX,9471,-0.744095
GPSM2,5454,-0.743793
CACNA1I,3417,-0.743588
SSX2IP,8545,-0.742951
CPPED1,6262,-0.742609
FGL2,4354,-0.742456
GNPDA2,8771,-0.741583
TVP23A,9990,-0.740582
TOP1,2871,-0.740571
HNRNPA3,9329,-0.739312
HES1,1286,-0.738403
TIPRL,9458,-0.73826
FGF12,925,-0.738223
BCAP29,6502,-0.738123
FGFBP3,8866,-0.738015
TYRO3,2926,-0.73678
USP6NL,3779,-0.736702
SLC25A5,127,-0.736544
GLTP,5657,-0.734335
PSMC1,2235,-0.734016
ADIPOR2,7312,-0.732448
PAK1IP1,6102,-0.732348
PKP3,4502,-0.732114
SLC9A1,2601,-0.732039
C1orf54,7329,-0.731496
LINC00889,9082,-0.731253
UBTD2,8281,-0.731165
MAPK8IP1,3655,-0.730185
TMEM123,8466,-0.72989
GPR158,6759,-0.728571
DLC1,4122,-0.727755
PRKCSH,2179,-0.727717
MAP4K2,2313,-0.72722
PAIP1,4240,-0.727019
IQGAP1,3374,-0.726705
ZNF257,8416,-0.724951
HMBS,1249,-0.724686
DDX58,4955,-0.724485
FGF2,923,-0.724191
TLR3,2846,-0.723985
HIST1H2BD,1197,-0.723923
CADM4,9219,-0.723821
ITFG1,7635,-0.72372
ZNF22,3026,-0.723681
CACNA2D2,3548,-0.723447
DYRK4,3359,-0.723113
ABCB10,4895,-0.723019
CISD2,9905,-0.722899
TAF7,2748,-0.722728
SEC61A2,6190,-0.722181
B4GALNT1,1011,-0.722127
FADS3,1551,-0.722045
WASHC1,10016,-0.721692
PRDM16,6996,-0.720075
SLC13A5,9509,-0.719487
FAM103A1,7730,-0.719128
ARAP2,8536,-0.719079
SNAPC5,4085,-0.718831
DOCK7,8111,-0.71832
SLC5A6,3403,-0.716887
UEVLD,6255,-0.716675
MRPS18C,5564,-0.715721
SYT13,6802,-0.714817
HS3ST5,9371,-0.71459
RBM28,6169,-0.714371
CMTM8,9019,-0.714285
CDKN2AIPNL,8233,-0.713607
NELFB,5083,-0.7136
ST6GALNAC1,6443,-0.713467
OGDHL,6414,-0.713064
TRMT11,6948,-0.712958
SMAD2,1588,-0.712822
SIX3,2572,-0.712801
CSDC2,5325,-0.712396
C12orf4,6646,-0.711408
THBD,2818,-0.711122
COPS2,3575,-0.710498
ABCC1,1702,-0.710331
FAM181B,9323,-0.709727
ELOVL1,7119,-0.709113
LY86-AS1,9577,-0.70826
LOC100126784,9993,-0.707765
IP6K3,8549,-0.707211
PEX11B,3360,-0.706978
GPR75,4383,-0.706948
PKM,2050,-0.706779
UCP2,2945,-0.706705
HEY1,4899,-0.706562
NDUFS2,1790,-0.706518
APBB1,142,-0.706516
MYSM1,8446,-0.706381
PRR5L,7452,-0.706344
MOB3A,8657,-0.706135
GSTO1,3633,-0.706007
DGKZ,3244,-0.705525
MKKS,3146,-0.705523
FOXP4,8500,-0.705129
MOB3C,8957,-0.704398
FAM178B,5665,-0.704187
OSBPL11,8461,-0.703859
CENPQ,6184,-0.70384
CD4,401,-0.703565
USB1,7341,-0.702976
FLII,950,-0.702329
KIF9,7026,-0.702246
EXD3,6068,-0.700472
ABCE1,2405,-0.699252
TGFB1,2809,-0.698329
RAB3D,3694,-0.698312
ANKRD37,9700,-0.697404
DUSP22,6600,-0.695773
LNP1,9691,-0.695608
IPO13,3759,-0.695387
NRARP,9894,-0.695003
SNF8,4536,-0.693884
ELP4,5239,-0.692374
TBC1D25,1890,-0.69162
TLN2,7737,-0.691006
IPW,1396,-0.690266
ZNF443,4046,-0.689915
ZNF416,6363,-0.689787
MGAT5,1664,-0.689591
PIK3C2A,2038,-0.687941
MTSS1L,8278,-0.686024
BBS4,256,-0.684501
EXTL1,875,-0.684319
FYCO1,7294,-0.684282
TFIP11,5015,-0.684149
PPARA,2115,-0.683899
TCEAL5,9648,-0.682965
ERLIN2,4485,-0.681167
TMEM14A,5384,-0.680602
CDC40,5715,-0.680188
SUPV3L1,2724,-0.679547
GDAP1,5903,-0.679296
PSMB7,2231,-0.678997
FEZ2,3734,-0.678906
GREM2,7059,-0.678437
LRP1,1563,-0.677807
FTL,975,-0.677746
PLEKHA6,4608,-0.677494
IDE,1329,-0.676049
POLD3,4288,-0.675895
MLKL,9212,-0.674545
CTDSP1,6888,-0.673676
ATG3,7073,-0.672667
SLC24A3,6721,-0.672576
TMEM87B,8038,-0.670366
NOL4L,8842,-0.669583
HRK,3339,-0.668296
CTSL,635,-0.667627
ANKZF1,6172,-0.666858
GAMT,1016,-0.666494
LMOD1,5034,-0.666151
MPC2,5067,-0.665626
STAB1,4741,-0.665152
EGFR,798,-0.663889
VWF,2989,-0.663592
L1CAM,1510,-0.663175
ARRDC1,8312,-0.661399
RUSC1,4973,-0.660544
FPGS,971,-0.660222
OXGR1,5310,-0.658699
CDC25B,430,-0.658639
KLF11,3217,-0.657898
NBR1,1584,-0.657884
NUB1,5815,-0.657696
TSPAN12,4943,-0.654896
CCNA1,3411,-0.654674
SLC1A3,2578,-0.654305
VWA1,7131,-0.653538
TRAFD1,4369,-0.653521
PSMC4,2238,-0.652871
FANCB,902,-0.652009
AIRE,145,-0.650229
RAB11FIP2,4589,-0.650169
NCAM1,1773,-0.649406
DNASE2,723,-0.64939
HRASLS,6650,-0.649239
MPLKIP,8806,-0.649179
ZNF669,7433,-0.647967
SSPN,3128,-0.647055
FBXW5,5920,-0.646533
TXNL4A,4370,-0.646418
ENO3,832,-0.645791
ZDHHC20,9394,-0.645598
BAZ2A,4495,-0.644547
UBR3,8736,-0.644362
PCM1,1951,-0.643393
UXS1,7516,-0.642278
TTC38,6115,-0.641595
GCSH,1036,-0.641548
IKBKG,3240,-0.641476
HMCES,6601,-0.640802
