gene,id,z
MIF4GD,6717,0.205943
SUDS3,7075,0.206011
KCTD18,8737,0.206376
PSMB8,2232,0.206749
CASP7,373,0.20808
DNAJC21,8783,0.208443
EIF3F,3309,0.208966
TMEM108,7198,0.209145
TMEM199,8919,0.210709
IQCA1,7400,0.210959
TOR4A,6037,0.211908
DZIP3,3756,0.212262
TOX,3805,0.21237
COPRS,6286,0.212569
HDDC2,5562,0.213225
PLCH2,3744,0.213393
RBM4B,7757,0.213938
LRRC47,6737,0.213978
PRKD2,5064,0.214633
PANX2,6559,0.215013
HAGH,1200,0.21508
DDR2,1880,0.215644
RASAL1,3200,0.216005
GNL3L,5962,0.216133
GPR17,1107,0.216828
SPG7,2672,0.216993
TRIAP1,5762,0.217592
TALDO1,2754,0.217767
TUBG1,2917,0.21807
CLDN11,1909,0.21863
MTMR9,7203,0.218754
B3GALT6,8671,0.22004
PRR22,9125,0.220133
RCAN3,4465,0.220718
RAB11FIP4,7915,0.221283
ATP13A3,7300,0.221365
EIF3I,3311,0.221771
LHX2,3596,0.222087
FA2H,7273,0.222135
C11orf80,7368,0.222142
NPAS2,1858,0.222673
MFSD1,7088,0.222829
SLC25A43,9277,0.223308
LZTS2,7918,0.223473
TMEM176A,6293,0.223673
EPS8L2,7110,0.223732
COLCA1,9823,0.224227
ATL1,5575,0.224418
DIO3,703,0.225289
PLPBP,4508,0.22534
GGH,3380,0.225644
PLEKHB1,6891,0.226153
ZNF772,9833,0.226461
AP1S2,3412,0.226915
TBC1D10A,7772,0.227186
PTPMT1,8468,0.227426
MBLAC1,9416,0.228121
REC8,3916,0.228614
PARP1,64,0.228618
WASHC4,4827,0.229131
RFPL1,2378,0.229722
ECI1,671,0.229812
TRIM13,4034,0.230058
ARHGEF19,8698,0.230419
VWCE,9312,0.231083
VDAC2,2972,0.232081
HOOK1,5714,0.232835
ZNF664,8880,0.23311
PTPRE,2278,0.234013
SMIM29,9350,0.234632
SPAG8,5190,0.23743
FERMT1,6343,0.237905
CARD6,7969,0.238016
FAM135B,5573,0.23901
NEK7,8839,0.239209
PIK3CG,2043,0.23973
RTN3,4090,0.239862
RNF113A,3057,0.240159
CYTH4,5291,0.240503
AMPD2,116,0.241483
CD200,1694,0.241912
MARK4,6872,0.242556
ANKRD10,6339,0.242945
E2F5,765,0.243161
CTNS,626,0.243179
PRMT7,5937,0.243797
LOC389705,9803,0.244592
AADAT,5632,0.245836
VAPB,3532,0.246222
CRY2,595,0.246248
HSPA6,1299,0.246656
GRM2,1150,0.247893
CC2D2A,6777,0.247999
NEURL1B,5934,0.24841
ZC3HAV1,6565,0.248681
DBF4,4378,0.249129
DNAJC28,6074,0.249521
ZNF766,8172,0.250088
SUCLG1,3363,0.250373
CDKN3,458,0.250551
DHRS13,8920,0.250856
C4orf33,8767,0.251265
BECN1,3317,0.252039
SCN3B,6438,0.252599
C11orf95,7196,0.254372
BCL6B,9425,0.254685
COL21A1,7659,0.254725
HMGB2,1251,0.254959
SIL1,7056,0.255025
LOC100294145,10022,0.255116
TSPAN4,2852,0.255799
POMGNT1,6350,0.255805
ANAPC13,5057,0.257004
CDH20,5366,0.259304
ZMYND12,7846,0.260093
PPP2R5E,2146,0.260708
ANP32B,4205,0.260903
PPM1F,3740,0.261886
SLC2A1,2582,0.262071
CCT2,4225,0.262243
SLC4A4,3313,0.262324
MTO1,5044,0.262909
TMC7,7455,0.262939
SEMA4D,4187,0.263029
TCHP,7867,0.263335
MAPT,1611,0.263731
ZNF513,8738,0.263735
PYCR1,2302,0.263824
RASSF4,7783,0.264165
RAD17,2320,0.264262
ABCA9,4103,0.264902
ERO1A,5500,0.265253
ACSS1,7942,0.265505
AHR,90,0.266592
ID3,1327,0.267561
LGALS2,1535,0.267915
LOC341056,9652,0.268452
IRF5,1399,0.268862
RTF1,4743,0.269229
CD86,408,0.269791
C17orf58,9507,0.270216
DPY19L3,8938,0.270723
LYPLA1,4144,0.271126
ARHGAP22,6908,0.271951
COX6A1,571,0.273539
RABGGTA,2316,0.274166
CD68,423,0.274248
SPATA6L,6133,0.274548
ISG20,1402,0.275028
LBR,1525,0.275077
ZNF160,8174,0.275264
ZNF682,8222,0.275338
CDCA7L,6319,0.275698
JCAD,6810,0.276649
LAMP1,1520,0.276782
GPAT3,7998,0.277326
HIST2H2BE,3182,0.278009
TRAPPC6B,8594,0.2784
CISD1,6465,0.278877
RFC4,2375,0.279461
P2RY6,1919,0.281213
CPSF4,4362,0.281297
CHD4,484,0.282076
PI16,9349,0.282143
GRPR,1160,0.282672
KIF19,8633,0.28286
SMC2,4234,0.283125
APOLD1,7656,0.283217
DCBLD2,8757,0.283242
CMPK1,5834,0.283707
TUBB,9269,0.283713
SDCBP,2528,0.284095
DEDD2,9120,0.284264
RENBP,2367,0.284893
KDF1,8667,0.28555
CARD8,4623,0.285907
PRODH,2201,0.28598
BTN2A2,4120,0.286282
TMEM63A,3786,0.28677
BCR,268,0.28723
DTX2,8417,0.287585
COL18A1,7609,0.289156
RTL5,9644,0.289565
CAPG,361,0.289922
RNF14,3719,0.290773
CCDC122,9100,0.291389
RETREG2,7265,0.292183
SLC22A17,5694,0.293351
SHC3,5861,0.293453
ABHD10,6284,0.294235
GTPBP2,5983,0.295026
ATP6V1C1,228,0.29594
ERGIC1,6699,0.296562
MPST,1700,0.297399
BPGM,295,0.298556
ADAM9,3345,0.299338
FAM32A,5131,0.300516
SAR1B,5614,0.30072
TANGO2,8710,0.301469
AAMDC,5381,0.3015
PCGF2,3045,0.301726
AKAP5,3662,0.302146
SULF2,6497,0.302729
CALR,354,0.302997
PIGP,5656,0.30409
SLC25A23,7249,0.304217
DCUN1D2,6210,0.30448
IP6K1,3827,0.304847
CENPT,7519,0.305152
GGCX,1045,0.305165
DLG4,708,0.305231
PNP,1856,0.306002
GRIPAP1,6568,0.306181
SNX19,9824,0.306416
ZCCHC2,6043,0.306874
POLR3B,6388,0.307256
CACUL1,8868,0.307266
ZNF75D,3035,0.307291
NRG4,8900,0.307467
RASD1,5808,0.307603
KRAS,1502,0.307774
BICC1,7508,0.309406
BCL2,262,0.310023
FABP6,891,0.310779
ROBO2,2407,0.311185
EPB41L5,6840,0.311259
CCDC146,6827,0.311453
LRRC75A,9772,0.311624
MOK,2324,0.311706
C1orf74,8947,0.311926
MPP1,1697,0.312211
MAGI1,3535,0.313095
FGF1,922,0.313776
PROSER2,9401,0.314215
YPEL3,7750,0.314642
ASB1,5813,0.314673
HMX1,1261,0.315188
GYPE,1191,0.315723
MGC16025,8081,0.31636
PLEKHA7,8875,0.316392
ZMAT2,9037,0.3165
TMEM256,9408,0.316672
SENP8,8611,0.316851
PCDHA5,6520,0.317313
ZNF224,3069,0.31803
UBXN8,3116,0.318485
DEPDC7,8252,0.318703
TP53INP1,8371,0.318999
CHD1,482,0.319936
GPR88,5892,0.320232
GLP2R,3587,0.321062
ABHD17B,5602,0.322726
ING4,5624,0.322806
YIPF6,9595,0.323525
JAZF1,9358,0.323798
HAUS1,8473,0.324185
TMBIM6,2795,0.324194
TRMT12,6123,0.324783
GAS8,1025,0.325031
CRYAB,596,0.325146
YEATS4,3131,0.32528
GATAD1,6874,0.326165
CA11,333,0.3263
AMIGO1,6731,0.326357
R3HCC1L,5331,0.326801
PIEZO2,6978,0.32698
CCDC125,9264,0.327478
C15orf40,8610,0.327685
KALRN,3447,0.327819
NEURL4,7926,0.328641
LYG1,8716,0.329669
ENKD1,7809,0.329964
TP53TG1,4530,0.33047
ACBD7,9867,0.330508
FAM167A,7733,0.330832
CADPS,3283,0.331115
ZDHHC12,8025,0.333072
PTPRC,2276,0.333318
USP19,4350,0.333501
BTN3A3,4119,0.334105
CEMIP,6694,0.334211
FAM111A,6979,0.334457
TMC6,4550,0.334583
WASHC5,3875,0.334838
SOX8,5505,0.335171
KLC2,7120,0.335254
NET1,4071,0.336788
ZMAT1,7925,0.337868
GRM5,1153,0.337894
TRAP1,3995,0.338184
STAT6,2707,0.338812
BCAP31,3997,0.340073
PRPSAP1,2207,0.344458
RASAL3,7141,0.344767
CXorf57,6145,0.344923
PCDH15,7174,0.345149
FAM76B,8870,0.345562
CX3CR1,641,0.345904
CBX7,4911,0.346784
LDAH,6956,0.34679
TLE4,2841,0.347432
FLOT1,4038,0.347694
WDR61,7588,0.34788
NOXA1,4328,0.347917
PPAT,2118,0.34826
PSMC6,2240,0.34853
SOX9,2661,0.348791
BRWD3,9396,0.349036
CCDC112,9041,0.349104
SLC25A1,2612,0.349647
MXRA8,5971,0.34987
ARHGEF12,4850,0.350163
HMGCR,1255,0.35048
FNTA,964,0.350983
TBCE,2765,0.352392
FGF13,926,0.353619
TARSL2,8613,0.355181
ISG15,3733,0.356258
CAVIN1,9510,0.35704
WSCD1,4815,0.357133
SERPINF1,1993,0.357267
PPIF,3982,0.357921
VASH1,4591,0.358115
NOL8,6122,0.358552
NGEF,5029,0.359659
VKORC1,7215,0.360551
MDH1,1636,0.360598
RHCG,5751,0.360958
RNF212,9563,0.362779
NCAPD2,3886,0.362811
SUSD2,6529,0.363458
QKI,3632,0.363551
ECM2,752,0.363997
ZNF671,7448,0.36475
CDH13,445,0.366476
BST2,300,0.366757
IFT122,6420,0.367218
CYP26A1,652,0.367599
RSRC1,5698,0.368418
IFI27L2,7788,0.368658
LACTB2,5605,0.370698
CDH10,442,0.373445
MAML2,7916,0.373525
CALCOCO2,4058,0.374448
VASN,8470,0.374625
VPS54,5775,0.376514
GON7,7937,0.377109
ST6GALNAC3,9435,0.377539
KDM2B,7970,0.378101
LRRC36,6250,0.378872
FAM104A,8044,0.379882
SLC4A2,2586,0.379921
RAB13,2314,0.380246
DHPS,697,0.380626
KCNAB1,3100,0.381047
ARSJ,7336,0.381405
KIAA2013,8168,0.381618
BTBD2,6355,0.381697
FREM1,9077,0.382085
SH3D19,9026,0.38235
BMP7,284,0.38297
FNDC5,9384,0.383376
KDM4C,4705,0.383449
JTB,4363,0.383979
AHSA1,4237,0.38422
THOC1,3915,0.384411
MICU2,9337,0.385197
SLAIN1,8591,0.385208
SMG9,6504,0.385721
DPY30,7966,0.385811
CMTR2,6427,0.38588
CHML,491,0.386619
ARID5B,7831,0.387165
LINC00999,9820,0.387426
PDLIM2,7043,0.387623
MAP1B,1607,0.38763
BCRP2,9836,0.388036
SMARCD1,2624,0.388117
CDC42EP2,4145,0.389018
PPIL3,5879,0.389088
FYN,982,0.389147
IFIT2,1341,0.389335
KCTD3,5617,0.389516
FAM212A,9797,0.389753
MLF1,1674,0.39018
DIP2A,4751,0.390812
CLIP1,2485,0.39122
LINC00938,9825,0.391624
CDH19,5368,0.391964
SOAT1,2650,0.392645
PPM1D,3225,0.392973
PHACTR2,3799,0.392977
CHRD,3299,0.392987
MFSD10,4047,0.393634
TSPAN15,4944,0.393792
TMEM51,6148,0.394125
BEX5,9647,0.394626
CHRM5,498,0.394856
ATRNL1,5140,0.396557
ATPAF2,8254,0.396729
NUBPL,7545,0.397446
RGS9,3356,0.397683
HCK,1210,0.39799
CLP1,4408,0.398408
TRAF3IP1,5181,0.399559
FSD1,7287,0.399647
PIGM,8333,0.400229
MRPL45,7896,0.400376
SAFB2,3757,0.400846
KMT5A,9762,0.400995
PYGL,2305,0.401785
RGS12,2391,0.40356
GJB1,1055,0.403608
OTUB1,6342,0.403917
IFI30,4147,0.404585
TRIM22,4101,0.405634
COPS3,3247,0.406021
GPN1,4549,0.406793
RAD52,2326,0.406972
TAPBPL,6141,0.407047
ZNF830,8248,0.407198
EPDR1,5996,0.407217
MUTYH,1730,0.407944
ARFIP2,4984,0.408021
ERCC2,858,0.408374
REEP6,8320,0.408942
IGF1,1348,0.409101
CNDP1,7987,0.409219
SAMD8,8862,0.409358
TRIP11,3576,0.409661
LRRTM3,9679,0.409934
FMOD,960,0.41006
TERF1,2798,0.410065
NCOA7,8798,0.410175
PENK,1994,0.41038
PALD1,5296,0.411075
HOMEZ,6805,0.411462
CCDC85C,9603,0.412254
PTPRJ,2282,0.412361
FAM167A-AS1,7734,0.412416
PPP1R16A,8076,0.413023
MYO1D,1753,0.413303
TSPO,309,0.415218
FYB1,981,0.415473
PIK3IP1,8413,0.416165
USO1,3282,0.416734
GOLGA7,5612,0.416945
WHAMM,8618,0.417416
GPR183,768,0.417518
FANCI,6215,0.417758
DPF2,2368,0.417939
SWAP70,4701,0.418542
MAGI2,3860,0.41943
HECW1,4699,0.420592
ADAT1,4933,0.420653
SNRPG,2644,0.421362
TTC23,7142,0.421474
SLC25A26,8478,0.421711
CCNB1,393,0.421991
MAPRE3,4637,0.422569
TNNT1,2867,0.422899
GPR137C,9494,0.422956
CLVS2,8796,0.423701
TXNDC11,5574,0.424172
PLXNC1,4008,0.424264
AIF1,92,0.425118
MLLT6,1678,0.425899
ECHS1,770,0.42593
SLC41A2,7814,0.426866
TUBB2A,2916,0.428214
ZNF613,7451,0.428289
MAST3,4682,0.42934
VPS39,4837,0.431065
CYR61,1355,0.432028
WDR75,7821,0.432052
NFIA,1815,0.43232
ARPC5L,7694,0.432623
TOPBP1,4445,0.433817
KDM5A,2351,0.434077
ACVR2B,40,0.434509
PIM1,2041,0.435004
SIGLEC11,8421,0.435407
APOD,152,0.435632
ZNF767P,7479,0.436876
CFH,1217,0.43706
FAR2,6393,0.437189
RBM24,9353,0.437984
P4HA2,3437,0.438203
PTPRCAP,2277,0.438398
RXRB,2490,0.440182
CREB3L4,8948,0.442587
VPS13D,6198,0.442722
ZNF24,3028,0.442725
TMOD1,2856,0.443023
SREBF2,2684,0.443517
ADGRA2,5106,0.44387
FHL2,937,0.445043
PTPRM,2284,0.445647
C16orf91,9503,0.445818
PEX11A,3361,0.447004
CPNE2,9339,0.447487
POLR1D,5585,0.447516
PEX6,1998,0.447786
PHF21A,5697,0.448738
KIF5B,1488,0.449002
GSTO2,8569,0.449867
RPS21,2470,0.450383
CLEC9A,9488,0.450745
LIPE,1548,0.451765
JAK1,1432,0.451997
BOP1,4787,0.452892
SDHAF1,9944,0.453237
CDR2,461,0.453666
B3GALT2,3325,0.454511
CSRNP2,7651,0.454716
DOCK5,7487,0.455659
SNAI1,2634,0.456418
SH3YL1,5241,0.458283
CGN,6767,0.458426
NPFFR2,4356,0.458506
PDZD7,7471,0.458981
CAD,348,0.459455
TBC1D24,6733,0.460254
SLC37A3,7863,0.46048
MRS2,6711,0.46108
RPL39,2445,0.462048
AKIRIN1,7339,0.462188
TPM2,2881,0.462379
KDM6A,2965,0.462636
FMC1,9053,0.463417
BTD,302,0.463589
TRUB2,5251,0.463699
CRNKL1,5710,0.46389
KIF2A,1485,0.465356
SSFA2,2693,0.465532
GIMAP6,9902,0.466134
PRX,6864,0.468438
EMCN,5827,0.469123
TRAF7,7852,0.469601
FAM135A,6797,0.470312
GLUD1,1067,0.471323
C6orf52,9683,0.471424
LGR5,3255,0.472511
ENHO,9734,0.472774
SKP1,2574,0.473046
LRRN2,4154,0.47319
ZNRF2,9376,0.47363
FBXW9,7868,0.473709
FAM221A,9638,0.474315
LILRB4,4420,0.476071
ZNF214,3064,0.476125
MTG1,8280,0.476598
EHD4,5512,0.476984
ACO2,23,0.477363
SENP6,5154,0.477511
KANSL1L,8992,0.477745
SCFD2,9028,0.477967
ADAM15,3344,0.478652
AQP1,156,0.479103
MOSPD2,9083,0.480026
ZNF425,9057,0.480296
ABLIM2,7921,0.481414
POU2AF1,2107,0.481627
F8,884,0.483258
GBF1,3334,0.483626
CLYBL,9187,0.48496
PCSK5,1959,0.48578
UNC79,6796,0.485816
SGSM1,8711,0.485843
GABRG1,1003,0.486045
ZNF419,7385,0.486914
TNFRSF4,2922,0.487919
GPSM3,6991,0.488143
TRIM7,7683,0.488367
TMEM144,6263,0.489329
MTHFD2L,9886,0.489771
DAAM2,4914,0.490835
PSMD2,2242,0.491177
YTHDC1,8263,0.491199
SCP2,2522,0.4931
UGCG,2949,0.493175
RHEBL1,8585,0.493791
YWHAB,3009,0.494179
PDE8A,1972,0.494193
MAPK14,604,0.494602
ATP5ME,223,0.494627
RERE,204,0.495754
CLEC18B,9911,0.496964
DMRT2,4270,0.497544
ORC2,1906,0.497745
PRPF38B,6163,0.497813
SIPA1L2,6789,0.497962
RLF,2398,0.498467
ITGB2,1417,0.499186
HSPA2,1298,0.49921
SELPLG,2536,0.499721
SLC12A4,2604,0.499999
CCDC8,7790,0.500346
FAM13C,9328,0.50094
NUDCD1,8065,0.501637
WDR82,7582,0.502049
NFATC3,1816,0.502563
RTN4IP1,8005,0.503341
DNAJA3,3485,0.503428
SERPING1,310,0.504262
SPP1,2674,0.50427
PIGX,6087,0.504514
CPEB3,4594,0.504699
PDE4C,1969,0.505001
STK32C,9468,0.505053
PRPF4,3500,0.505283
WASL,3439,0.506102
MAPK3,2184,0.506249
TOP3B,3430,0.507233
FLAD1,7567,0.507552
MGAT4B,4543,0.508247
ZNF514,8020,0.508347
EHD3,5513,0.508412
DUSP11,3206,0.509105
MOCS3,5337,0.510028
IQCK,8625,0.511173
NPC2,4226,0.511942
TRAPPC6A,7252,0.511953
MAFG,1595,0.512144
PACS1,6380,0.513149
DOPEY1,4684,0.513832
MPPED2,323,0.514558
MEG8,7259,0.515267
GNL2,5450,0.515661
FN1,963,0.515721
RAB39B,8522,0.516258
CLIC2,522,0.51628
GEMIN4,5528,0.517973
COQ5,7876,0.518136
BCL7B,3561,0.518694
LRP6,1567,0.519155
RFC2,2373,0.520037
GGACT,8131,0.52236
MBTPS2,5713,0.524275
RHBDL3,9115,0.524673
AP2B1,79,0.525297
PGBD4,9107,0.525758
NMNAT1,7117,0.526563
LPCAT1,7446,0.527399
MAL,1597,0.52744
LPCAT4,9403,0.527555
RTN4RL2,9696,0.528033
MPP3,1699,0.528714
MLH3,5261,0.530153
FXR1,3130,0.530391
RAB6A,2312,0.531136
ATP1B3,211,0.531288
CLN8,850,0.531539
MRPS2,5608,0.531631
PKNOX1,2051,0.533526
PTGR2,8893,0.534719
CRLF3,5723,0.535063
AP2M1,512,0.535336
CDK5,448,0.53548
ASL,193,0.535818
ARAF,162,0.536943
ERBIN,6489,0.537555
CENPN,6460,0.538158
HBB,1207,0.538897
ZNF34,7608,0.539249
ARHGAP29,3620,0.541255
NADK2,8780,0.541389
MYH14,7402,0.541485
RMDN2,9001,0.54176
AFMID,8644,0.542856
EPC2,5174,0.54303
DENR,3263,0.543698
ASCC3,4405,0.544398
CDC73,7303,0.545454
C6orf47,6883,0.546532
ARL14EP,8579,0.547022
DDX56,5973,0.547333
ADAMTS14,8852,0.547685
ADAP2,6440,0.547738
RUSC2,3853,0.548486
MEAF6,7099,0.548572
MIGA2,8030,0.548984
PIDD1,6295,0.549392
NR1H3,3958,0.549438
DGAT1,3321,0.550048
LONRF1,8260,0.550434
TMEM70,6088,0.551651
C16orf86,9769,0.55256
ZDHHC16,7886,0.552599
RPS6KC1,5240,0.553237
CECR2,5361,0.553445
FIBIN,9758,0.553753
BASP1,4130,0.554312
GRM4,1152,0.554792
PPCS,7374,0.554811
DHFR2,9239,0.555144
WNT10B,3003,0.557166
SPTBN2,2678,0.557301
GPR85,5901,0.557707
MICALL1,8099,0.557986
GIMAP2,5185,0.558353
PLEK,2066,0.558696
BCAT2,258,0.558756
TP53AIP1,6993,0.559185
SERTAD2,3822,0.559365
PHB2,4553,0.560882
PGGT1B,2016,0.561054
PPT1,2152,0.561623
CHRM1,494,0.561666
ZNF598,8207,0.562618
CHRM2,495,0.563355
HEMK1,5734,0.56547
SLC35A1,4214,0.565992
MAPK8,2187,0.566225
ATP8B1,2006,0.566847
JPH3,6708,0.568374
AKR1B1,108,0.568402
KLHL20,5323,0.568593
ATG4D,8070,0.568729
CCIN,388,0.569132
RFESD,9602,0.569212
COMT,564,0.569519
CSTB,616,0.570335
MTCH1,5010,0.570814
QDPR,2307,0.571026
PRKRA,3273,0.572026
NDUFB11,5955,0.572167
HMBOX1,7320,0.572679
EIF1AY,3482,0.572764
CALCRL,4032,0.573281
CIAO1,3612,0.573292
TMEM38B,6177,0.57335
DDHD2,4793,0.57391
CSNK1G3,608,0.575336
CNDP2,6411,0.575738
SLC46A1,8400,0.575964
FOLH1B,9297,0.577495
NCKAP1,4319,0.578102
PPIL4,8092,0.578684
CRHBP,589,0.578894
PLD1,2065,0.578898
EDA,773,0.57958
GMPR,1071,0.579613
ABHD4,6973,0.580156
LRFN5,8896,0.580604
PTBP3,3919,0.580754
DPYD,735,0.581118
TMEM59,3681,0.581682
CFB,272,0.58237
TTC32,8735,0.582534
CCDC87,6225,0.582583
PRMT9,8204,0.5826
PGGHG,7521,0.583671
SRSF1,2543,0.583872
HIST1H1C,1194,0.584057
AFF1,1677,0.584302
MYH3,1745,0.58461
MAEA,4082,0.584624
HILS1,9708,0.586099
HDAC6,3930,0.586175
ASAP3,6346,0.586469
AMMECR1,3904,0.587445
RIBC1,9084,0.587732
C11orf65,9092,0.587744
ANP32E,7665,0.588984
DRP2,741,0.589032
CYBB,646,0.589407
PPP3CA,2147,0.589414
AGT,87,0.589847
CCDC103,9773,0.59
HARS2,4891,0.590563
EMILIN2,7797,0.590729
ARL13B,9238,0.591308
TMEM248,6135,0.591361
EFNB1,791,0.59292
DENND1B,9130,0.592945
ZNF347,7968,0.593085
SLC2A6,4499,0.593532
RASSF2,3810,0.594202
ZNF165,3053,0.594509
BAP1,3173,0.595184
KANK2,5105,0.596246
TRABD,7565,0.596952
CSGALNACT1,6431,0.597643
FOXN2,1310,0.598621
GLI1,1061,0.599248
ATP6V1E1,229,0.599919
TBC1D9B,4696,0.600321
EEF1D,784,0.600483
DDC,679,0.60076
DNAJC3,2197,0.600845
MICAL2,3739,0.601049
TACR2,2741,0.601277
FAIM,6193,0.601596
RHOV,9185,0.602015
MTFR1L,6527,0.602091
TLCD1,8514,0.602127
DNAJA1,1295,0.602593
HSF2,1292,0.602744
COQ3,5849,0.603121
KATNB1,4083,0.603878
MAP1LC3A,7950,0.60471
LRIG3,8582,0.604941
PIGF,2036,0.605664
KHK,1484,0.605717
CERS2,5483,0.605823
SP140,4533,0.605849
BCL2L12,7722,0.606576
DBI,667,0.607126
PPFIA2,3229,0.607872
C9orf3,8037,0.608083
HCCS,1209,0.60924
SNED1,5121,0.610727
MACO1,6216,0.610962
TM7SF3,5847,0.611243
EVI2A,872,0.61243
FBXL16,8906,0.613373
CORO1C,4963,0.614834
ICAM2,1322,0.615225
ADAT2,8795,0.615404
BORCS5,8551,0.615991
CADM1,4995,0.616977
PHF8,4726,0.617699
HELQ,8408,0.618969
N4BP1,3766,0.619619
MORN1,7456,0.621475
PNMA3,5475,0.623448
AP5M1,6410,0.623845
TMEM50A,4954,0.624562
SLF1,7860,0.626346
CDH6,438,0.626473
AUTS2,5153,0.626709
CCNB1IP1,6880,0.627371
TRPC4AP,5177,0.627538
RPL22L1,9240,0.627579
CASP6,372,0.62793
TTYH2,8356,0.628114
PLAT,2058,0.628133
PCDH19,6765,0.628763
JRK,3289,0.628851
LEPR,1532,0.629618
SUOX,2722,0.629779
IMMT,4414,0.629908
ASIC1,20,0.630156
NPC1,1859,0.630421
COX7A2,573,0.630583
FMO5,959,0.631131
PPCDC,6950,0.631395
SHTN1,6853,0.631419
TASP1,6347,0.631549
HPS5,4519,0.63174
PTGIS,2259,0.631778
MEF2C,1644,0.632334
RPL7,2419,0.632435
GFOD2,7658,0.633023
KCNJ4,1458,0.633086
PLEKHG3,5137,0.633102
FUBP1,3400,0.633704
GLIS3,9167,0.63431
NDUFB9,1788,0.634661
ASTE1,5390,0.635014
TRMT1,6349,0.635159
FCHSD2,3864,0.635175
COL12A1,560,0.635207
PROS1,2202,0.636116
SKAP2,3426,0.636281
QSER1,7422,0.636373
ZNF485,9330,0.638851
GPAM,6843,0.638962
LHFPL3,9733,0.639277
SMG8,6194,0.639416
NAGPA,5637,0.639435
SORBS1,4229,0.640334
SPTSSA,9188,0.643332
ABHD1,7977,0.643814
LRRC27,7571,0.644001
SLC35F5,7554,0.646202
PPP1R17,4337,0.646941
ZNF599,8942,0.647109
CDKN2C,456,0.647282
C17orf100,9770,0.64752
POLE4,6556,0.647594
CEP350,3856,0.647673
TYROBP,2927,0.647973
IFI27,1338,0.648254
FGGY,6246,0.648264
RELT,8066,0.648874
UBE2E2,2937,0.649176
ATP6V0C,227,0.649447
SLCO3A1,5365,0.650715
CD300A,4547,0.651021
GPC5,930,0.651212
CASP1,369,0.652165
WSB1,5172,0.653286
FANCD2,894,0.655398
LARP1B,6170,0.655737
TECPR1,5058,0.657026
PHLDB1,4754,0.657063
TNFAIP1,2862,0.657171
NOB1,5388,0.657178
ARHGEF18,4854,0.657356
PACSIN3,5432,0.657389
TMEM37,8850,0.658132
ABI2,4006,0.658135
MAPK11,2188,0.658212
SGMS1,9452,0.658277
SH3TC2,7327,0.658384
MEIS1,1646,0.658543
ID2,1326,0.659197
FHL5,3641,0.659393
ARL4D,165,0.659592
VSIR,7017,0.660636
MCF2,1626,0.661097
APLP2,150,0.661495
TNFRSF12A,5702,0.66222
PXDC1,9355,0.662546
LANCL2,6490,0.662631
TNFRSF1A,2865,0.663494
PTP4A2,3125,0.664058
NSFL1C,6500,0.664802
PPP1R3F,8139,0.665797
RAB24,5876,0.666377
LINC01105,8983,0.667363
C10orf90,8559,0.670582
CPSF6,4434,0.673638
ZNF629,4847,0.673828
VSNL1,2988,0.674144
FNBP4,4846,0.674155
C21orf91,5894,0.674364
WWOX,5837,0.674687
SYNE2,4775,0.676247
TAF9,2749,0.676486
JAKMIP2,3840,0.676669
CCNE1,395,0.676915
ARMC6,8340,0.677074
CRYM,601,0.677197
ZNF326,9537,0.677276
L3HYPDH,8389,0.677692
PRPF8,4235,0.678265
TBL1X,2766,0.678878
ZBED5,6898,0.679288
NOP2,1846,0.679599
SCAMP1,3679,0.680614
APLN,3389,0.680716
SLC35B4,8039,0.680867
MS4A7,6892,0.682562
HIVEP2,1226,0.683451
PIP4P1,8203,0.683627
EAPP,6459,0.684324
DUSP2,754,0.684617
ONECUT1,1262,0.684892
RANGAP1,2332,0.684994
EMC7,6569,0.685668
TMC8,8922,0.686784
ZNF649,7178,0.686852
STYK1,6290,0.688639
USP5,3126,0.689832
GALK2,1012,0.690347
PDE7B,5286,0.690803
TTTY15,7081,0.691785
COPS7A,5536,0.691966
CCDC181,6881,0.691998
SHROOM1,8794,0.69221
AMOTL2,5736,0.693078
ABT1,5435,0.693203
SLC31A2,567,0.694018
PDXK,3266,0.694488
MOG,1692,0.695811
TYRP1,2928,0.696218
DCTN2,4204,0.696554
TCF3,2774,0.696706
ZSCAN32,6063,0.697283
CYP4V2,9560,0.697484
JAG1,86,0.698141
NXT2,6491,0.698145
RPL32,2439,0.698851
FAM168B,8727,0.698952
PURG,5474,0.69929
CRY1,594,0.699639
RSPO4,9665,0.700091
TRIM37,1729,0.701136
SAP30BP,5423,0.701266
CUL9,4718,0.701615
CEP97,7310,0.701801
RXYLT1,4096,0.702208
OAZ1,1891,0.702687
TXNIP,4256,0.703496
SHPK,4997,0.704326
SLC22A3,2615,0.704368
PFN2,2012,0.704369
LGMN,2209,0.704582
CKAP4,4402,0.704904
SLC35E1,7468,0.705133
DLX2,710,0.70616
GHRLOS,9994,0.707305
UBE2QL1,8781,0.708128
NUP37,7223,0.70831
GPLD1,1101,0.708593
EML3,9434,0.708632
LOC100288911,10018,0.709013
ADGRB2,250,0.709533
CHSY3,9608,0.711174
SMG7,3871,0.711211
TIGD5,8061,0.711249
QPCTL,6018,0.711792
KLF5,304,0.7123
AKIRIN2,6165,0.712597
SCUBE2,6870,0.713582
MALT1,4359,0.713827
BUB1B,307,0.715166
FAM171A1,9333,0.716743
ZNF44,5829,0.716752
AKR7A2,3272,0.717452
TEAD3,2792,0.717693
TREM2,5898,0.718501
