gene,id,z
KLRG1,4043,0.252139
ABI3,5654,0.252868
DRAXIN,9722,0.253542
GRIA2,1131,0.254248
RAB3B,2311,0.254937
GTF3C1,1184,0.255359
CCDC120,8155,0.257585
TES,5178,0.258851
ZDHHC21,9643,0.25891
LGALS8,1538,0.26108
SP140,4533,0.263507
C16orf91,9503,0.263751
LDHB,1530,0.264163
ASB5,8833,0.264708
SPG7,2672,0.265048
TMEM241,8086,0.266178
TP53I3,3691,0.266268
EIF2S1,804,0.266542
PRDX1,1927,0.267688
NOTCH4,1852,0.268344
TRIM11,7647,0.26991
FAM169A,5149,0.270864
NKRF,6493,0.273653
HHAT,6404,0.273917
CCL2,2523,0.27482
BBC3,5285,0.275018
TAGLN2,3190,0.275084
COQ5,7876,0.277013
CASD1,7140,0.277757
CLIP2,2992,0.278062
MFSD14A,7083,0.278169
ZSWIM6,6848,0.280714
ACD,7160,0.281984
SNX21,8166,0.283285
SBNO1,6208,0.284524
OARD1,9347,0.284732
DIRAS1,8945,0.286575
FAT1,906,0.286864
IFITM3,4131,0.28754
SPCS3,6959,0.28771
TMED10,4404,0.28872
RNF208,9976,0.290207
ASF1A,5056,0.29133
CD247,400,0.291603
TRIL,3861,0.292146
PECAM1,1992,0.292166
GALE,1010,0.292285
PRR14,7211,0.29294
RUNX1T1,381,0.293249
ESYT3,7760,0.293595
PIK3C2A,2038,0.293771
CYB5A,643,0.296274
GLIS3,9167,0.296804
AAK1,4593,0.298687
BMP2K,6334,0.300247
AGK,6412,0.302445
ASAP3,6346,0.302996
ARID3A,740,0.303953
PTPN20,5168,0.304684
C5orf30,8175,0.305908
MYT1L,4688,0.305943
DTWD1,6619,0.309012
KLHL7,6503,0.309504
RPL13A,4927,0.309695
TBC1D32,9342,0.310972
KCNMA1,1471,0.311199
MLF2,3127,0.311447
POLDIP2,5162,0.311561
DIRC2,8045,0.311599
IFI44,4216,0.312174
RNF14,3719,0.313735
PLBD1,7445,0.313783
REEP2,5692,0.313889
PRKCH,2173,0.314749
PMAIP1,2081,0.318351
ADCY8,53,0.318624
CCT4,4224,0.319186
MYOM1,3336,0.319325
SLC25A38,6093,0.319553
RNF212,9563,0.320541
EPS8L2,7110,0.320771
STXBP1,2718,0.32109
COA3,5373,0.321226
DZIP1,4607,0.321349
CABP7,9136,0.321417
RHOA,168,0.322947
KITLG,1665,0.32313
TC2N,8606,0.323667
CCDC151,8495,0.323771
SMAP2,7086,0.323881
PRKAR2B,2167,0.324706
CYB5R3,698,0.325994
INTS10,6188,0.327185
GNA13,4277,0.327192
GNAI1,1075,0.327838
PAWR,1938,0.332417
FMOD,960,0.332739
CEBPB,466,0.333934
GTDC1,7371,0.334393
HCCS,1209,0.334791
ZNF83,6423,0.335193
DNHD1,8878,0.33724
PRKD3,4993,0.33813
DUSP4,756,0.33903
SSPN,3128,0.339082
ARHGEF7,3396,0.339852
RHOBTB3,4585,0.340611
CD109,8802,0.340637
CCDC91,6258,0.341417
NFYA,1828,0.34155
NR4A2,1884,0.34202
HEXIM1,4246,0.342789
TXNDC16,6776,0.343202
APH1B,7708,0.343721
GPI,1100,0.344235
ARVCF,188,0.344775
GREM1,5235,0.346176
RTTN,5082,0.346998
RALA,2327,0.347956
SLC29A1,834,0.348409
HTATIP2,4210,0.349472
TRAIP,4079,0.349882
CDC37L1,6367,0.350102
GRPEL2,8785,0.350257
DDX58,4955,0.350851
CYCS,5896,0.350901
DCTN1,676,0.351621
MSTO1,6180,0.35296
BEX1,6472,0.353572
PICALM,3168,0.356323
RASA1,2346,0.358442
UQCRC2,2958,0.358454
UFD1,2947,0.359296
SORCS3,4660,0.359319
ACOX1,24,0.360263
C19orf38,9424,0.362908
KIAA1191,6677,0.363855
CABLES2,7699,0.36407
SREBF2,2684,0.365097
APOL3,7618,0.366449
BZW2,5379,0.36677
KCNS3,1482,0.368282
TNPO2,5499,0.368681
IGSF11,9024,0.369472
FEM1C,6594,0.370142
ARL8B,6209,0.370993
SUCLG1,3363,0.371209
TSPO,309,0.371853
PDZD2,4687,0.371855
ARMCX6,5926,0.371931
RNF168,9144,0.372408
RASA2,2347,0.373511
ABHD4,6973,0.37381
MAD2L2,4163,0.374386
TMEM56,8953,0.375038
ALDH8A1,7079,0.37577
ESPNL,9628,0.375864
ATL3,5084,0.376555
THEM6,5707,0.376718
RABGGTA,2316,0.377495
SVBP,9723,0.378005
RRP1,3268,0.378127
KCNH3,4879,0.379083
TRPT1,7748,0.379175
BBS12,9146,0.379641
APMAP,6659,0.380151
YY1AP1,6232,0.380177
TRIM62,6219,0.380549
POU3F1,2109,0.381081
PPCDC,6950,0.381416
DNAJC27,5675,0.382508
GPR149,9667,0.383997
NDUFB6,1787,0.386794
CTNNBIP1,6624,0.388164
ZBTB10,7190,0.388213
SRD5A3,7337,0.388982
ITGA7,1410,0.389104
SMIM7,7250,0.391338
NDST1,1309,0.392821
LIFR,1539,0.392886
KIAA1211L,9666,0.393744
EXOSC10,2088,0.402128
CDH2,435,0.402832
ZBTB17,3050,0.404115
CAMK1,3249,0.404382
TEAD3,2792,0.404973
HLA-DMA,1232,0.405596
FHL2,937,0.405821
PITRM1,4199,0.406041
HTRA3,8357,0.406171
CCNT2,399,0.407023
OGDHL,6414,0.408848
DRD2,739,0.408856
FAU,907,0.409919
RNF215,9230,0.409951
FAM129A,8526,0.41074
MYO5A,1755,0.411038
MDM1,6574,0.412924
ARL6IP1,4762,0.414149
HTR5A,1317,0.415618
PGAM2,2014,0.416386
OAS3,1888,0.416599
SPATA13,9338,0.417645
LOC375196,9728,0.417944
ATP6V1D,5725,0.419084
PEX14,2001,0.419256
NOTCH2,1851,0.423444
HPDL,8008,0.423481
PRPF19,5349,0.423585
POLN,9702,0.424179
DDC,679,0.424489
SBF2,7689,0.425603
NFIB,1819,0.425694
SEC22A,5249,0.425833
GPR83,4357,0.425913
NSUN5,6383,0.426279
JMJD6,4766,0.426707
RPRM,6543,0.427038
RRM1,2482,0.427451
EFNA3,789,0.429293
HAMP,6878,0.429599
MAPK8,2187,0.429943
TTC12,6090,0.430363
CLCC1,4738,0.430732
MKL1,6803,0.431513
SLC39A11,9249,0.431615
PIR,3253,0.43465
RBM28,6169,0.435771
BRINP3,9622,0.440154
FBXO34,6119,0.442885
ACTR2,3977,0.443739
HIRA,2920,0.444141
PUM2,4853,0.447219
UTP6,6447,0.447462
AIFM1,3503,0.447679
SCAMP2,3960,0.447764
KATNAL2,7710,0.44805
LIPC,1547,0.45054
SRPRA,2690,0.452175
ZNF154,3051,0.452251
TP53AIP1,6993,0.452901
DHX32,6418,0.454103
ZNF429,9697,0.454469
MAP7D2,9440,0.455111
SNX19,9824,0.455221
CAMSAP3,6837,0.4558
DPY19L1,4833,0.455867
LGMN,2209,0.455921
SLC6A15,6161,0.456049
SNAPC2,2637,0.456157
ST8SIA4,3102,0.456187
GPR137B,2853,0.457152
LRRK1,7369,0.45778
PTPN11,2271,0.457845
NEUROD1,1811,0.458233
TXNL4B,6082,0.458306
PAPD4,9151,0.458913
PDRG1,7654,0.459785
PI4K2A,6291,0.459937
PSMD11,2247,0.462581
ZNF572,8808,0.463771
YEATS4,3131,0.463829
BAG5,3682,0.465476
HIF3A,7055,0.465913
SCYL2,6375,0.468077
ZNF772,9833,0.468284
ZDHHC8P1,8974,0.468608
PPIC,2123,0.469408
SMPDL3A,4377,0.470141
INIP,6902,0.470248
GYS1,1192,0.474106
ZBTB16,3046,0.474388
PSD2,7859,0.476481
ANKRD24,9182,0.476481
RBPMS,4426,0.476617
AIG1,5729,0.478092
COPS2,3575,0.47927
NECAP2,6391,0.479273
NFE2L3,3718,0.479442
MRPS26,7146,0.479459
ARMC7,7333,0.481867
IFT57,6142,0.482524
HADHA,1201,0.483682
FAM126A,7967,0.485054
TLN1,2843,0.487427
THAP11,6695,0.488382
IL32,3540,0.48859
APLP2,150,0.489918
TROVE2,2691,0.492748
ZSWIM1,8167,0.493051
B4GALT1,1048,0.493162
SLC39A1,5307,0.494593
ABCF2,3957,0.494912
CWF19L2,8873,0.495049
MAEL,8057,0.496016
DDX1,684,0.496159
SNX5,5293,0.496691
ANKDD1A,9687,0.497897
GDI2,1038,0.498267
SCAMP4,8397,0.499871
KLHL11,6189,0.501113
PTGDR2,4526,0.501729
FBXL16,8906,0.502723
MFN1,6370,0.503244
PVRIG,7229,0.503446
MEGF9,797,0.503483
RTL5,9644,0.504032
ITGB4,1418,0.504121
OAZ1,1891,0.505421
GPAM,6843,0.505977
FNDC9,9866,0.506201
KLHDC2,4956,0.506691
UNC5A,8169,0.508602
MS4A4A,5708,0.508982
TMEM91,9929,0.509116
NFU1,5320,0.509134
FAM160B2,7094,0.510582
MYH3,1745,0.510727
RAI2,4300,0.510841
PRPF40A,6364,0.512156
MACROD2,8849,0.513197
TAF13,2752,0.513745
ATRX,238,0.516569
TMEM74,9070,0.516724
ZWINT,4468,0.51679
CDC14C,9162,0.518186
TMEM248,6135,0.519435
EPN2,4627,0.523646
SMAD9,1593,0.524963
CYB561D2,4442,0.525151
UGP2,2951,0.527598
WDR46,3563,0.528701
SEZ6,8638,0.529307
TAF5,2746,0.529385
PGD,2015,0.529429
NOL6,7166,0.529485
WDR61,7588,0.530405
FAM162A,5216,0.531392
TERF2,2799,0.531506
TRHDE,5481,0.532067
MKLN1,1673,0.532856
PABPC1L2A,9645,0.532967
TLE3,2840,0.533407
MASP1,2212,0.535622
ZNF649,7178,0.535646
PCNP,6642,0.536626
RMND1,6104,0.537546
DKK3,5287,0.537589
NDUFV2,1795,0.538198
SFRP1,2541,0.538267
VIPR1,2981,0.538877
CRIPT,3625,0.538966
TNC,1319,0.538985
TEX9,9714,0.54161
LDLRAD4,326,0.542108
AMZ1,9059,0.543378
OLFML3,6602,0.544435
SLC15A3,5685,0.545348
HEY2,4912,0.546056
RCBTB1,6213,0.547274
PLN,2068,0.547654
NSUN4,9750,0.547746
PMS2,2089,0.548012
EIF3L,5726,0.549515
CHAC1,7255,0.549523
MBNL3,6436,0.55323
DYNC1LI1,5622,0.553416
IGLON5,9858,0.553619
GRAMD2B,7188,0.555421
OXSR1,3901,0.555503
FAM19A4,9007,0.556489
MRGBP,6236,0.556568
LINC01963,8990,0.558138
GBP3,1031,0.558205
GPRC5C,6479,0.558425
PTCH2,3297,0.559529
WWOX,5837,0.559809
MGEA5,4293,0.559881
USP48,7842,0.55989
KIAA0319L,7466,0.560058
TM4SF18,8521,0.560368
CETN3,474,0.56081
CYTH3,3556,0.561049
TPT1,2885,0.562259
INVS,5292,0.562331
ARHGAP26,4711,0.562651
MGST3,1669,0.563129
ELF4,818,0.563515
MDM2,1639,0.563596
RNF126,6362,0.563758
TNFRSF12A,5702,0.564623
GSDME,692,0.564656
CACNA1D,338,0.564892
ZC3H12C,8126,0.568219
ATF2,586,0.568598
HDAC6,3930,0.57001
CPXM2,8572,0.571507
CCSER1,9839,0.57188
UTP14A,4329,0.57437
MRPS6,7150,0.575421
MRPL33,3698,0.575817
LOC100294362,10023,0.577766
CLEC2D,5428,0.578071
GABARAPL2,4563,0.578173
SIK2,4779,0.578343
MMS19,7035,0.578355
SH3BP5,3647,0.579659
UBA2,3951,0.579736
DCK,672,0.581509
ZNF557,7288,0.581899
TBXAS1,2768,0.582062
FADS1,1549,0.582302
CTDSPL2,5760,0.583968
PIGX,6087,0.58401
ATP6V0A4,5527,0.58409
PAK1,1930,0.585041
ADA,44,0.587523
ALDH1B1,101,0.589402
TCN2,2783,0.590397
P4HA1,1920,0.591912
TMEM9B,6560,0.59242
RXRA,2489,0.592927
DYNC1H1,724,0.594057
GKAP1,7572,0.59496
PSMD12,2248,0.595343
ATP8A2,5843,0.596326
ADD3,58,0.59928
CDC73,7303,0.602893
SERPINA3,3,0.605411
MAP10,5977,0.605999
SPAG7,3697,0.606885
RPL27,2434,0.607872
DHRS3,3545,0.608597
COPS8,4374,0.609129
CASKIN2,6760,0.61453
PNMA1,3542,0.615795
NSUN6,9335,0.615836
CHUK,503,0.616225
JHDM1D-AS1,10012,0.617437
FANCD2,894,0.618056
TRIOBP,4447,0.618782
TNFRSF11B,1901,0.61894
AIM2,3634,0.620413
IRF7,1400,0.621504
ZMYND8,4969,0.621625
PAQR3,9027,0.622276
LRIF1,6432,0.623087
ANKFY1,5757,0.623331
NFATC2IP,8035,0.623974
HADHB,1202,0.625525
PPM1K,9030,0.627444
HARBI1,9481,0.62813
GPR19,1108,0.62845
MPST,1700,0.63011
SLC7A5,3138,0.630265
ZFYVE21,7230,0.630426
TAF7,2748,0.631693
PRX,6864,0.632926
MCU,8191,0.632952
GTF2F2,1180,0.633614
COL4A4,547,0.635772
ZNF48,9216,0.639934
RNF149,9540,0.640962
PSMG4,9799,0.644847
PGS1,3659,0.645059
ADAMTS10,7684,0.645309
ZFY,3015,0.645502
CYP2E1,649,0.645748
PREPL,3708,0.646816
GPR85,5901,0.648091
SSR1,2694,0.649106
RPL23AP32,6614,0.649511
ALG2,8096,0.649974
SLC6A17,9781,0.650129
SH3BGRL2,7746,0.65058
JUNB,1436,0.650959
SPTBN4,6868,0.652006
AHSA1,4237,0.652959
CKS2,511,0.653067
PER2,3391,0.653281
DLEC1,3899,0.655058
CLSTN1,4613,0.657301
IFITM1,3242,0.657526
C16orf86,9769,0.658011
RSPH3,7768,0.659991
PHACTR3,8507,0.660018
DNAJC5,7579,0.660231
RABL6,6377,0.662336
DIRAS2,6001,0.663396
SNRPG,2644,0.664075
TDRD7,4885,0.665427
CACNG2,4112,0.66603
SNRPB,2643,0.667315
COLGALT2,4724,0.668661
SFXN3,7693,0.669837
ABTB1,7576,0.67056
FKBP2,941,0.670571
PPP1R16A,8076,0.670975
RGS11,3355,0.672988
COG7,8271,0.673122
VWC2L,9855,0.673343
SCIN,8128,0.673372
LIMA1,5754,0.674111
ABCA1,5,0.67603
C12orf60,8886,0.679136
RAB3IP,8544,0.679307
ADCY5,50,0.681641
SCRN1,3826,0.68684
CHST11,5525,0.687025
PITHD1,6643,0.688104
CAD,348,0.688882
CABLES1,8266,0.68925
CAB39,5831,0.689854
PPIE,4157,0.690523
DPY19L3,8938,0.691453
MAATS1,8144,0.693894
CTSZ,639,0.694674
PSMG3,7869,0.695135
C19orf57,7279,0.696154
RPN2,2450,0.696192
UBE2L3,2938,0.698204
ATP5F1B,220,0.698438
AADAT,5632,0.698558
PPIL4,8092,0.699181
IFI16,1337,0.70183
POLR3F,4251,0.702078
GINM1,8515,0.703991
SLC38A5,8315,0.704283
CRTAC1,6162,0.705228
CD74,424,0.706521
ZNF764,8303,0.706605
MOCS3,5337,0.706818
USO1,3282,0.707271
FAM89A,9727,0.710021
PEX6,1998,0.710733
SYT7,3475,0.711266
NXT2,6491,0.711324
INSIG2,5621,0.71301
NFIA,1815,0.713152
SEPSECS,5592,0.714754
HIST1H1C,1194,0.715008
THYN1,5408,0.717274
YOD1,6301,0.719726
FAM118B,7315,0.719943
PKNOX1,2051,0.720698
PCDHB13,6511,0.721686
STARD13,8192,0.722176
CDKL2,3448,0.722739
NFASC,4719,0.724058
GAS5,6964,0.725329
PLD4,8596,0.725473
WRNIP1,6579,0.726399
TNFRSF10B,3358,0.727815
BST2,300,0.72869
ZCCHC3,8095,0.728889
PRKRA,3273,0.728944
POP5,5719,0.730508
HMOX1,1258,0.731748
HNMT,1263,0.732056
LTBP1,1575,0.732311
COX4I2,7980,0.734425
SPHK2,6566,0.734592
TRNP1,9780,0.734913
PCDHB9,6514,0.736316
MAFB,3895,0.736922
DTX2,8417,0.737217
BRF1,1183,0.738729
SLC45A4,6692,0.739005
CSPP1,7431,0.739443
KLC4,8150,0.741262
CHRNA2,499,0.742814
HLA-DRA,1238,0.743588
DUS1L,7019,0.744917
APBA2,141,0.746059
PLCL2,4776,0.74647
SENP6,5154,0.749111
PRKAA1,2159,0.750016
H2AFV,8369,0.75113
SENP3,5189,0.751178
ARMCX5,7134,0.753493
MRPL9,7154,0.753539
ZNF425,9057,0.753982
VEGFA,2974,0.754116
CTNS,626,0.754356
TLR1,2844,0.754694
SLC27A6,5377,0.754808
ZNF423,4710,0.755579
HMGB1,1250,0.758496
STAM2,4066,0.758582
SATB2,4822,0.759784
MBD1,1620,0.759813
CHTF18,6985,0.762228
SERINC5,9442,0.763169
SLC12A8,7951,0.765891
ZNF777,5302,0.765995
MOSPD1,6526,0.769963
UBQLN1,5490,0.770817
CAMLG,360,0.771137
ETV6,871,0.771729
TUBB6,7955,0.772014
TTC7B,8895,0.773307
SLC37A4,986,0.773365
PYGM,2306,0.773895
MED6,3924,0.775223
VCPIP1,7511,0.777844
ERBB2,854,0.777969
NLGN4X,6753,0.779349
LYAR,6357,0.779737
CCDC96,9447,0.780464
DNAJB2,1294,0.780543
DTX3L,9006,0.780855
PFN2,2012,0.781884
AXIN2,3172,0.784243
PLCL1,2063,0.784345
BMPER,9164,0.784712
NPNT,9421,0.78612
SYNGR4,4939,0.786264
SAMD12,9843,0.787801
CA5B,4522,0.787896
DHRS13,8920,0.788336
TOR4A,6037,0.788404
ADORA1,62,0.789342
H1FX,3435,0.78948
MED9,6147,0.792757
EYA1,878,0.793123
PLPP7,8004,0.793668
FBXL17,7122,0.794173
TNFSF12,3341,0.794917
PANK4,6223,0.795722
SPX,7601,0.795779
MEGF10,7928,0.79625
FOLR1,966,0.797466
UBE2D4,5797,0.798403
BCL7B,3561,0.799571
UFL1,4856,0.799713
EXOC8,8964,0.800307
CHST2,3630,0.800915
PARPBP,6108,0.802774
MBTPS2,5713,0.803976
SCD,2511,0.805045
WDR36,8789,0.805507
ELOVL6,7241,0.806182
PI4K2B,6259,0.806727
IQCJ,9972,0.807326
NSF,1875,0.807881
FAM114A1,8309,0.808056
SLC7A1,2595,0.808928
ELL,3142,0.809025
MDM4,1640,0.810097
CGRRF1,4274,0.81148
DNAH9,720,0.81166
STXBP3,2719,0.812042
EPSTI1,8370,0.812465
MFSD6,6027,0.812482
MFSD1,7088,0.813251
SFRP2,2542,0.814002
CSNK1G3,608,0.814933
RIN2,5917,0.814954
IPCEF1,5141,0.816078
CADM3,6885,0.816211
KLHL2,4539,0.817173
TST,2909,0.818103
OFD1,3221,0.818286
RPL21,2429,0.819738
CIART,8952,0.820261
RPL37,2443,0.821153
NPC2,4226,0.822418
HSCB,8975,0.822709
CITED2,4113,0.823013
TBK1,5421,0.824518
PFKM,2010,0.826242
DOHH,7711,0.82649
EPHX4,9385,0.826811
EBAG9,3513,0.826891
RWDD3,5101,0.827036
ELK3,820,0.828022
RAP2C,6882,0.8307
ELL2,4644,0.831371
CARD10,5434,0.83144
C2orf72,9448,0.831523
CCDC88A,6389,0.833262
GBP4,8481,0.833289
ASNSD1,5950,0.833918
MEG8,7259,0.83415
A2M,2,0.834983
BICD1,275,0.835264
MCM4,1629,0.836305
GFRA2,1044,0.836652
COL1A2,545,0.837041
GRM4,1152,0.838574
CD81,425,0.8418
GBF1,3334,0.843446
NDUFS7,9710,0.843626
DSTYK,5024,0.844535
PC,1943,0.844649
FAM98B,9501,0.845135
ZNF33B,3032,0.845603
CEP128,8894,0.846345
SPAG16,7304,0.847495
ARC,4781,0.849032
PCDHB5,5188,0.850314
CDKAL1,6052,0.852568
KCTD6,9236,0.852828
FIZ1,8043,0.85288
COA4,5681,0.853479
PARP9,7738,0.856028
PTEN,2255,0.856722
TAPBPL,6141,0.858146
MRPL57,7206,0.858556
CD46,1633,0.859046
KIF9,7026,0.85905
GTF2H4,1181,0.859336
STK11,2713,0.860644
SPIN3,9168,0.862745
BCL2,262,0.864293
FYCO1,7294,0.864928
TKTL1,3164,0.865389
FN1,963,0.865472
CHI3L1,488,0.865559
CHMP2B,5115,0.866157
LONRF1,8260,0.867118
TTYH3,7595,0.86901
CLEC2B,3913,0.86925
ELAVL3,814,0.869925
PREP,2156,0.87025
TMSB4Y,3483,0.870388
PBX4,7594,0.870521
OXR1,6138,0.871441
FLJ42627,9952,0.871903
LOC284454,9530,0.871934
AMER1,8827,0.872504
DAB2IP,9033,0.872716
CAT,377,0.873036
SNCAIP,3730,0.876201
ZNF667,6989,0.877448
OSBPL5,8456,0.878346
LRP6,1567,0.878435
SAC3D1,5455,0.878941
ACOT11,5136,0.879252
ANGEL1,4844,0.879341
SMOC1,7009,0.880054
CAPRIN2,7186,0.881114
EID2B,8654,0.881734
ARHGEF1,3505,0.881752
WASHC1,10016,0.881902
HILPDA,5466,0.882295
ANXA1,129,0.882516
AK1,93,0.882664
INHBA,1384,0.883289
RSL24D1,5644,0.883764
HENMT1,8414,0.884069
RND1,5330,0.88473
UBR3,8736,0.885027
SLC36A4,8574,0.886413
TMEM218,9307,0.887346
ECSCR,9931,0.888764
CDKL3,5670,0.889135
DYSF,3166,0.8907
ATG4D,8070,0.890889
INHA,1383,0.892006
ULK2,3776,0.893355
MAIP1,7297,0.895266
ENKD1,7809,0.895494
MALT1,4359,0.895694
ACAA1,12,0.897513
WDR35,6773,0.897762
PDE9A,1973,0.898091
GPRASP1,3793,0.899712
TGM2,2817,0.900106
KNSTRN,8182,0.901086
CDKN3,458,0.901994
ZNRF4,8941,0.903625
USP31,6742,0.905031
CARD6,7969,0.905474
SUOX,2722,0.905673
CBFB,383,0.906851
IFI35,1339,0.907914
TSPAN11,9895,0.908472
APPL2,6203,0.908905
MTERF2,7562,0.90931
NEMP2,10005,0.910799
FOXF1,944,0.912405
KIAA1958,9078,0.912919
NUDT6,4487,0.915286
EID3,9906,0.916089
FBLN7,8723,0.917158
GNG8,8368,0.917897
BRSK1,7919,0.917931
CPVL,5940,0.918047
DLGAP1,3537,0.91808
FOS,968,0.918294
DNM1P35,9995,0.919906
ZCCHC14,4747,0.922681
CEP72,6399,0.923993
DNAJC3,2197,0.924816
KLHL18,4801,0.925115
MRPL43,7946,0.925305
SLC37A3,7863,0.925324
AGTRAP,6640,0.927325
GRB2,1127,0.929378
FNDC4,7121,0.932664
EHD1,4384,0.932893
SOCS4,8600,0.933536
AVL9,4704,0.936202
IQSEC3,9876,0.936449
ARHGAP1,173,0.938149
ANKRD40,8234,0.93826
HSPB2,1302,0.938885
CPEB1,7078,0.942133
PPRC1,4706,0.943216
RCSD1,8284,0.943296
KLF3,5673,0.943955
RIPK1,3337,0.945814
ZNF577,7991,0.946257
PHACTR2,3799,0.947674
PRDM8,6617,0.947734
PTPMT1,8468,0.948122
EXO5,7112,0.948728
UBAC1,4140,0.948729
PLEKHA7,8875,0.952469
TMX1,7637,0.952563
ZBTB8OS,9624,0.953083
TMEM163,7667,0.955095
DHX16,3209,0.955247
RGS8,8102,0.955564
DHRS11,7274,0.956711
RANBP2,2331,0.957917
KIAA1147,6685,0.95793
ANKRD10,6339,0.957959
ZDHHC17,4862,0.958106
MACO1,6216,0.958964
PHF19,5182,0.95935
MOAP1,7015,0.960099
CCDC77,7902,0.961849
CTBP1,620,0.962255
TPD52,2877,0.963014
HTATSF1,5347,0.96363
AP4M1,3519,0.963946
MGME1,8307,0.964684
NUDCD3,4861,0.965491
LOC202181,9263,0.966132
NPAS3,7000,0.966476
CLUHP3,10008,0.966962
ACADM,16,0.967263
FOXO4,1679,0.968484
SETD9,8777,0.969683
SMOX,5938,0.969728
KANSL1L,8992,0.97017
TOGARAM2,9140,0.971909
YPEL3,7750,0.973316
VCAN,610,0.973802
TEX261,8404,0.974348
RBL2,2355,0.975981
RALY,4632,0.976002
CSRP2,614,0.976966
PIP4K2C,7425,0.977519
TMEM62,7494,0.977713
TNK2,4024,0.978099
CHURC1,8251,0.979883
TANK,3928,0.981433
EBPL,7965,0.982273
RNPS1,4375,0.982896
PPME1,5733,0.984234
C2orf50,8746,0.984762
ALKBH2,8589,0.985041
FUK,9211,0.985321
SPRTN,7781,0.987391
SP110,1340,0.992075
TOX,3805,0.992925
EPM2A,3110,0.993161
SCCPDH,5597,0.993431
PRKAG2,5737,0.995587
PRKY,2199,0.995918
TRAPPC2B,4236,0.995928
BTBD7,6401,0.996052
RPL10A,1798,0.996846
AMH,115,0.998596
WSCD2,3760,0.998736
MAGI2,3860,0.998935
CXCL16,6889,1.00192
SNRK,6035,1.002212
GPR4,1105,1.002755
MVB12B,8143,1.003063
SP3,2667,1.00427
SLC16A5,3496,1.004862
DHRS7,5799,1.005734
IFT74,7522,1.005902
UTP20,5350,1.006831
RPAP1,5130,1.00773
LASP1,1524,1.007976
LCNL1,9849,1.008701
FAM92A,8809,1.011171
PYM1,7893,1.011592
SLC35E1,7468,1.012352
WBP2,4946,1.013433
CCNK,3367,1.014168
ATCAY,8090,1.01514
PRAM1,7816,1.015448
MIB2,8860,1.01588
KPNA5,1500,1.016216
LOC100130705,10003,1.01716
SERINC1,6761,1.017721
ELN,821,1.01808
C6orf106,7101,1.018832
DFFB,690,1.019871
NUDC,4294,1.01991
CGNL1,8063,1.021561
AFAP1L1,8784,1.021646
TTTY15,7081,1.024267
NFX1,1827,1.024295
E2F6,766,1.025903
ZBTB18,4171,1.028037
BCCIP,6551,1.029045
ACBD7,9867,1.029602
SWAP70,4701,1.030103
NAPRT,8330,1.030174
TM9SF2,3605,1.03044
CDK2AP1,3132,1.030583
TPM1,2880,1.031693
CYP7B1,3626,1.032736
EIF1,4037,1.033577
MAPRE1,4634,1.035212
CFP,2003,1.035331
FBLN1,904,1.036034
GALNT7,5851,1.036221
FAAH,888,1.037337
RAI14,5160,1.038297
NAV2,8138,1.038478
PNLDC1,9047,1.039544
TNIP3,7465,1.041692
RBM38,6322,1.042327
FAM84B,9067,1.046063
YRDC,7363,1.04625
RASSF1,4501,1.046305
CAMKK2,4266,1.047645
OTX1,1910,1.047645
CLIP1,2485,1.048468
CMTM6,6060,1.048815
MCRS1,4153,1.049005
USP53,5951,1.049547
RASD1,5808,1.051228
ALB,97,1.051845
GOLIM4,5345,1.052013
THAP9,7379,1.053074
PAFAH2,1926,1.054155
GALNT15,8548,1.05658
PURG,5474,1.057884
PRKCQ,2178,1.058137
SLC35A1,4214,1.059145
GOLGA3,1093,1.05954
CLN8,850,1.059872
PPIL1,5803,1.060789
RWDD2B,3963,1.062592
KHDRBS3,4271,1.062989
ITPKB,1427,1.06446
C1orf226,9835,1.064918
VPS13A,4777,1.066184
N4BP2L2,4151,1.067655
ACSS1,7942,1.068571
PALLD,4676,1.06909
ETV5,870,1.071127
BGN,274,1.071188
LRRC8A,6536,1.074107
VWA5B2,8158,1.074868
HEPN1,9930,1.077686
HMX1,1261,1.077687
PPIA,2121,1.078892
TAGLN,2745,1.080463
CPNE3,3408,1.08056
SNAP23,3350,1.081341
SRGN,2157,1.082955
COL18A1,7609,1.083726
EXTL2,876,1.085012
ZNF148,3049,1.086141
GSTP1,1173,1.087105
CYR61,1355,1.08888
TRIM39,6557,1.091019
LMO7,1556,1.091984
FBLL1,9672,1.092026
KCTD11,8921,1.09303
GGA3,4740,1.093282
ICAM2,1322,1.094141
TMEM170B,9992,1.095773
ENPP6,8775,1.095979
PGGT1B,2016,1.097245
SLK,3798,1.097437
GALNT11,6983,1.099646
MGAT5B,8911,1.102098
ARAP1,8537,1.102356
TBC1D31,8346,1.104201
TACC3,4164,1.104793
AIFM2,8024,1.106558
TMED5,5550,1.107797
RCBTB2,479,1.110461
ADAD2,9110,1.110938
CFAP43,7540,1.112278
OXER1,9139,1.114281
TGFBR3,2815,1.115766
CADM2,9389,1.118268
MYCN,1742,1.11861
LZTS1,4497,1.11949
NAPSB,9429,1.119713
CAB39L,7668,1.119867
RYBP,4888,1.121268
USP22,4828,1.122464
SPIN1,4379,1.123882
ACACB,14,1.1244
PLCE1,5648,1.124448
ZNF222,3038,1.124983
ARHGAP10,7346,1.128552
SIPA1L1,5144,1.128878
ANKRD44,8244,1.129161
PCID2,6435,1.129996
POLR3D,288,1.130519
NBR2,4050,1.13135
ANKRD39,5661,1.133048
