0.12901,0.040936,0.083318,0.072608,0.078641,0.029411,0.024033,0.033244,0.033305,0.028049
0.33129,0.20811,0.054568,0.064014,0.050941,0.066289,0.053124,0.037131,0.029768,0.018464
0,0.004,0.9981,0.9328,0.9535,0.5554,0.9017,0.9722,0.9934,0.9998
